OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
141,120,121,3,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,BERAT,6846.705358893761,377.289210918935,JAKARTA UTARA,0.9
142,121,122,3,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,BERAT,6846.757596182851,377.290543883913,JAKARTA BARAT,0.9
143,122,123,3,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,BERAT,9999.99999826251,399.99999996525,JAKARTA UTARA,0.9
144,123,124,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,9999.99999826251,399.99999996525,JAKARTA UTARA,0.9
145,124,125,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.705357897,377.289210891201,JAKARTA UTARA,0.9
146,125,126,2,RAWA BADAK UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1004,31.72.03,31.72,SEDANG,6403.8085928133305,374.98004144378103,JAKARTA UTARA,0.6
147,126,127,3,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,BERAT,6403.80859434266,374.980041487054,JAKARTA UTARA,0.9
148,127,128,3,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,BERAT,20999.3061101005,719.338133642787,JAKARTA UTARA,0.9
149,127,128,3,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,BERAT,20719.4438901867,851.2951448825121,JAKARTA UTARA,0.9
150,128,129,2,TANJUNG PRIOK,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1001,31.72.02,31.72,SEDANG,6403.80859434266,374.980041487054,JAKARTA UTARA,0.6
151,129,130,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.705359008541,377.289210921863,JAKARTA UTARA,0.9
152,130,131,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.705358484991,377.289210907738,JAKARTA UTARA,0.9
153,131,132,3,KAMAL,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1004,31.73.06,31.73,BERAT,6846.75759706485,377.290543908718,JAKARTA BARAT,0.9
154,132,133,2,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,SEDANG,19999.9999992072,599.999999994813,JAKARTA UTARA,0.6
155,133,134,2,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,SEDANG,103139.395694372,1374.96483572936,JAKARTA UTARA,0.6
156,134,135,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,3970.443170902781,300.09865018310205,JAKARTA UTARA,0.6
157,135,136,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,6395.46687256106,368.736390436076,JAKARTA UTARA,0.9
158,136,137,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,13498.476362259402,567.3723886484,JAKARTA UTARA,0.9
159,137,138,2,TANJUNG PRIOK,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1001,31.72.02,31.72,SEDANG,6403.80859314859,374.980041456273,JAKARTA UTARA,0.6
160,138,139,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,6846.705358126561,377.289210897058,JAKARTA UTARA,0.9
161,139,140,2,KAMAL MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1002,31.72.01,31.72,SEDANG,300975.438021112,3127.66448535,JAKARTA UTARA,0.6
162,140,141,3,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,BERAT,6403.80859434266,374.980041487054,JAKARTA UTARA,0.9
163,141,142,3,WARAKAS,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1007,31.72.02,31.72,BERAT,6403.80859348386,374.9800414687661,JAKARTA UTARA,0.9
164,142,143,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6403.80859434266,374.980041487054,JAKARTA UTARA,0.9
165,143,144,3,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,BERAT,10000.0000016152,400.000000032304,JAKARTA BARAT,0.9
166,144,145,1,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,RINGAN,92868.5378292466,1437.76349877827,JAKARTA UTARA,0.3
167,145,146,1,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,RINGAN,37.902124219475006,34.013617786367796,JAKARTA UTARA,0.3
168,145,146,1,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,RINGAN,438381.77526837,3040.32519147522,JAKARTA UTARA,0.3
169,146,147,2,WARAKAS,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1007,31.72.02,31.72,SEDANG,6846.70535771778,377.289210885861,JAKARTA UTARA,0.6
170,147,148,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.7053583057705,377.289210902398,JAKARTA UTARA,0.9
171,148,149,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,6846.705358535331,377.289210908255,JAKARTA UTARA,0.9
172,149,150,3,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,BERAT,23167.4173280282,706.401755208389,JAKARTA UTARA,0.9
173,150,151,3,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,BERAT,6846.705358893761,377.289210918935,JAKARTA UTARA,0.9
174,151,152,2,CILINCING,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1001,31.72.04,31.72,SEDANG,6846.705359711311,377.289210941329,JAKARTA UTARA,0.6
175,152,153,3,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,BERAT,0.0183145959229365,0.729585612456331,JAKARTA BARAT,0.9
176,152,153,3,KAMAL,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1004,31.73.06,31.73,BERAT,18.563677501406,31.8148733736029,JAKARTA BARAT,0.9
177,152,153,3,PEGADUNGAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1005,31.73.06,31.73,BERAT,13635.4130491912,559.092919774334,JAKARTA BARAT,0.9
178,153,154,2,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,SEDANG,76126.0039007727,1203.31338998632,JAKARTA UTARA,0.6
179,154,155,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,9999.99999960358,399.9999999920721,JAKARTA UTARA,0.9
180,155,156,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,114629.728756344,1638.63667532245,JAKARTA UTARA,0.6
181,156,157,2,TANJUNG PRIOK,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1001,31.72.02,31.72,SEDANG,114742.831557321,1760.79917478547,JAKARTA UTARA,0.6
182,156,157,2,PAPANGGO,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1003,31.72.02,31.72,SEDANG,29920.3080261889,1347.5321338713202,JAKARTA UTARA,0.6
183,157,158,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,6846.8098336653,377.291876961839,JAKARTA UTARA,0.9
184,158,159,2,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,SEDANG,739304.0593894,6431.07319747611,JAKARTA UTARA,0.6
185,158,159,2,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,SEDANG,7985.585712789461,601.510873692771,JAKARTA UTARA,0.6
186,158,159,2,CILINCING,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1001,31.72.04,31.72,SEDANG,1661281.17343324,8734.08747101733,JAKARTA UTARA,0.6
187,158,159,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,355283.45376545103,3593.9244801214104,JAKARTA UTARA,0.6
188,159,160,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,6846.80983389482,377.291876967696,JAKARTA UTARA,0.6
189,160,161,3,PEGADUNGAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1005,31.73.06,31.73,BERAT,10000.0000002741,400.000000005482,JAKARTA BARAT,0.9
190,161,162,2,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,SEDANG,13498.5382117967,567.373926147648,JAKARTA BARAT,0.6
191,162,163,2,PEJAGALAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1004,31.72.01,31.72,SEDANG,23386.2361947618,779.1172712879791,JAKARTA UTARA,0.6
192,162,163,2,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,SEDANG,194769.44949755,2398.5477346997,JAKARTA UTARA,0.6
193,163,164,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,19999.9999985366,599.999999981402,JAKARTA UTARA,0.9
194,164,165,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.80983477684,377.291876992502,JAKARTA UTARA,0.9
195,165,166,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,66264.0500046975,1284.1216287169802,JAKARTA UTARA,0.9
196,166,167,2,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,SEDANG,6846.80983448284,377.291876984234,JAKARTA UTARA,0.6
197,167,168,2,KAMAL MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1002,31.72.01,31.72,SEDANG,299221.480037404,3027.4591953907902,JAKARTA UTARA,0.6
198,167,168,2,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,SEDANG,1030523.89544928,7784.998041962671,JAKARTA BARAT,0.6
199,168,169,2,TEGAL ALUR,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1003,31.73.06,31.73,SEDANG,6403.80859400739,374.980041474561,JAKARTA BARAT,0.6
200,169,170,3,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,BERAT,6846.862062587601,377.293209878935,JAKARTA UTARA,0.9
201,170,171,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,13497.9403772941,567.3657180023761,JAKARTA UTARA,0.9
202,171,172,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,1188.6454783938402,184.352940282667,JAKARTA UTARA,0.6
203,171,172,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,8811.354520539211,374.20937651518904,JAKARTA UTARA,0.6
204,172,173,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,6846.80983425333,377.291876978376,JAKARTA UTARA,0.9
205,173,174,2,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,SEDANG,12584.6556243338,680.0355942755451,JAKARTA UTARA,0.6
206,173,174,2,CILINCING,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1001,31.72.04,31.72,SEDANG,8056.4571493538,512.05672182659,JAKARTA UTARA,0.6
207,174,175,3,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,BERAT,202293.026408973,2124.82092480077,JAKARTA UTARA,0.9
208,175,176,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,6403.80859391326,374.98004147791,JAKARTA UTARA,0.6
209,176,177,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,86562.49999939211,1497.67983007691,JAKARTA UTARA,0.6
210,177,178,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,4538.41125925105,299.792602167337,JAKARTA UTARA,0.6
211,177,178,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,5461.5887416936,319.08051748441903,JAKARTA UTARA,0.6
212,178,179,3,SUNGAI BAMBU,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1004,31.72.02,31.72,BERAT,78610.7459936201,1754.21956701086,JAKARTA UTARA,0.9
213,178,179,3,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,BERAT,23179.7578710235,1339.06071037823,JAKARTA UTARA,0.9
214,179,180,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,431.9534488929701,111.027445688186,JAKARTA UTARA,0.9
215,179,180,3,RAWA BADAK UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1004,31.72.03,31.72,BERAT,398.078001395246,106.005289962405,JAKARTA UTARA,0.9
216,179,180,3,RAWA BADAK SELATAN,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1006,31.72.03,31.72,BERAT,53469.4306144315,920.522461757227,JAKARTA UTARA,0.9
217,180,181,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,91093.5458338157,1582.10245122802,JAKARTA UTARA,0.9
218,181,182,2,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,SEDANG,60000.0000003036,1000.0000000003,JAKARTA UTARA,0.6
219,182,183,1,PEGADUNGAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1005,31.73.06,31.73,RINGAN,6846.8620622935905,377.293209870666,JAKARTA BARAT,0.3
220,183,184,3,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,BERAT,6846.8620622935905,377.293209870666,JAKARTA UTARA,0.9
221,184,185,2,PENJARINGAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1001,31.72.01,31.72,SEDANG,134412.912983518,1737.7231129962,JAKARTA UTARA,0.6
222,185,186,2,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,SEDANG,6846.80983389482,377.291876967696,JAKARTA UTARA,0.6
223,186,187,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,575508.81662264,3676.1838916381103,JAKARTA UTARA,0.6
224,187,188,2,KAMAL MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1002,31.72.01,31.72,SEDANG,377974.231744224,2667.8805514610003,JAKARTA UTARA,0.6
225,188,189,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,6403.80859434266,374.980041487054,JAKARTA UTARA,0.6
226,189,190,3,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,BERAT,103368.866057523,2149.01616406745,JAKARTA UTARA,0.9
227,189,190,3,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,BERAT,51218.902406199704,1106.541484223,JAKARTA UTARA,0.9
228,190,191,2,TANJUNG PRIOK,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1001,31.72.02,31.72,SEDANG,18435.2114994857,814.7289960145031,JAKARTA UTARA,0.6
229,190,191,2,SUNGAI BAMBU,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1004,31.72.02,31.72,SEDANG,288989.087780913,6232.3491565453005,JAKARTA UTARA,0.6
230,190,191,2,KEBON BAWANG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1005,31.72.02,31.72,SEDANG,1274137.53382796,10994.1901555759,JAKARTA UTARA,0.6
231,190,191,2,WARAKAS,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1007,31.72.02,31.72,SEDANG,270483.879472806,2603.5210790893,JAKARTA UTARA,0.6
232,190,191,2,KOJA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1001,31.72.03,31.72,SEDANG,304960.786136716,2946.1372949556703,JAKARTA UTARA,0.6
233,190,191,2,RAWA BADAK UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1004,31.72.03,31.72,SEDANG,347224.377855247,4100.9219192976,JAKARTA UTARA,0.6
234,191,192,2,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,SEDANG,6846.8098336653,377.291876961839,JAKARTA UTARA,0.6
235,192,193,2,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,SEDANG,20641.4596368653,758.6944213624571,JAKARTA UTARA,0.6
236,193,194,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,290874.454942605,2439.47725331777,JAKARTA UTARA,0.6
237,194,195,2,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,SEDANG,6846.86206299637,377.293209890132,JAKARTA UTARA,0.6
238,195,196,2,ROROTAN,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1006,31.72.04,31.72,SEDANG,963.3832866799992,177.592708169252,JAKARTA UTARA,0.6
239,195,196,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,63841.315092338205,1079.39305430026,JAKARTA UTARA,0.6
240,196,197,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,13498.5382111426,567.373926134813,JAKARTA UTARA,0.6
241,197,198,2,CENGKARENG BARAT,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1001,31.73.01,31.73,SEDANG,6813.45141634391,368.922904882446,JAKARTA BARAT,0.6
242,197,198,2,CENGKARENG TIMUR,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1006,31.73.01,31.73,SEDANG,33.4106458024148,27.2779626771179,JAKARTA BARAT,0.6
243,198,199,3,KAPUK,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1005,31.73.01,31.73,BERAT,6846.86206270237,377.293209881864,JAKARTA BARAT,0.9
244,199,200,2,ANCOL,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1003,31.72.05,31.72,SEDANG,1386219.42870098,9040.18202483499,JAKARTA UTARA,0.6
245,200,201,3,PADEMANGAN BARAT,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1002,31.72.05,31.72,BERAT,6846.86206270237,377.293209881864,JAKARTA UTARA,0.9
246,201,202,2,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,SEDANG,36733.132343697594,1459.97097515753,JAKARTA UTARA,0.6
247,201,202,2,CILINCING,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1001,31.72.04,31.72,SEDANG,129028.248520026,1455.11315366474,JAKARTA UTARA,0.6
248,202,203,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,114591.298697792,1467.42315975084,JAKARTA UTARA,0.6
249,203,204,2,ROROTAN,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1006,31.72.04,31.72,SEDANG,56004.8934063422,1443.2729961978,JAKARTA UTARA,0.6
250,203,204,2,MARUNDA,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1003,31.72.04,31.72,SEDANG,14116.8497903953,857.367167079553,JAKARTA UTARA,0.6
251,204,205,2,PAPANGGO,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1003,31.72.02,31.72,SEDANG,261160.990948802,2746.37164465277,JAKARTA UTARA,0.6
252,204,205,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,52097.1427615744,1332.42689642429,JAKARTA UTARA,0.6
253,205,206,2,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,SEDANG,1805352.08896422,14567.1213489908,JAKARTA UTARA,0.6
254,205,206,2,PLUIT,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1005,31.72.01,31.72,SEDANG,394697.94794068503,3801.19686854736,JAKARTA UTARA,0.6
255,206,207,2,PEJAGALAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1004,31.72.01,31.72,SEDANG,23691.6328589574,710.0464473768831,JAKARTA UTARA,0.6
256,207,208,3,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,BERAT,14397.2778328936,575.997960262276,JAKARTA UTARA,0.9
257,208,209,2,PAPANGGO,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1003,31.72.02,31.72,SEDANG,14139.8591696208,603.8607059954841,JAKARTA UTARA,0.6
258,208,209,2,SUNGAI BAMBU,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1004,31.72.02,31.72,SEDANG,280001.202660725,2150.9614392583503,JAKARTA UTARA,0.6
259,209,210,2,KALIBARU,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1004,31.72.04,31.72,SEDANG,958769.72690039,6662.228815391,JAKARTA UTARA,0.6
260,209,210,2,SEMPER TIMUR,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1005,31.72.04,31.72,SEDANG,244827.160669146,2373.07769583288,JAKARTA UTARA,0.6
261,209,210,2,SEMPER BARAT,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1007,31.72.04,31.72,SEDANG,1296477.28984077,12931.1078802666,JAKARTA UTARA,0.6
262,209,210,2,TUGU UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1002,31.72.03,31.72,SEDANG,1648676.31143603,11532.8241365625,JAKARTA UTARA,0.6
263,209,210,2,LAGOA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1003,31.72.03,31.72,SEDANG,1117917.18501004,6355.296684067251,JAKARTA UTARA,0.6
264,209,210,2,RAWA BADAK UTARA,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1004,31.72.03,31.72,SEDANG,228054.837687484,1945.37142669834,JAKARTA UTARA,0.6
265,209,210,2,TUGU SELATAN,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1005,31.72.03,31.72,SEDANG,367981.182139308,2418.38291385428,JAKARTA UTARA,0.6
266,209,210,2,RAWA BADAK SELATAN,KOJA,KOTA ADM. JAKARTA UTARA,31.72.03.1006,31.72.03,31.72,SEDANG,514878.771533988,4418.426852673,JAKARTA UTARA,0.6
267,210,211,2,ROROTAN,CILINCING,KOTA ADM. JAKARTA UTARA,31.72.04.1006,31.72.04,31.72,SEDANG,13654.283062245,565.895366863166,JAKARTA UTARA,0.6
268,211,212,2,KALIDERES,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1001,31.73.06,31.73,SEDANG,43805.907551078104,926.557514637792,JAKARTA BARAT,0.6
269,211,212,2,PEGADUNGAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1005,31.73.06,31.73,SEDANG,713737.505745924,4115.6225856424,JAKARTA BARAT,0.6
270,212,213,2,KAPUK,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1005,31.73.01,31.73,SEDANG,13654.3679233019,565.896253209699,JAKARTA BARAT,0.6
271,213,214,2,KAPUK,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1005,31.73.01,31.73,SEDANG,6846.86206270237,377.293209881864,JAKARTA BARAT,0.6
272,214,215,2,KAMAL MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1002,31.72.01,31.72,SEDANG,69.0812601238019,43.7304529305606,JAKARTA UTARA,0.6
273,214,215,2,KAPUK,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1005,31.73.01,31.73,SEDANG,21845.005583164,689.155955564487,JAKARTA BARAT,0.6
274,215,216,3,KAPUK MUARA,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1003,31.72.01,31.72,BERAT,6846.86206270237,377.293209881864,JAKARTA UTARA,0.9
275,216,217,1,PADEMANGAN TIMUR,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1001,31.72.05,31.72,RINGAN,20000.0000018893,600.000000021634,JAKARTA UTARA,0.3
276,217,218,2,SUNTER AGUNG,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1006,31.72.02,31.72,SEDANG,10000.0000009447,400.000000018893,JAKARTA UTARA,0.6
277,218,219,2,PEJAGALAN,PENJARINGAN,KOTA ADM. JAKARTA UTARA,31.72.01.1004,31.72.01,31.72,SEDANG,13497.9403761164,567.36571798772,JAKARTA UTARA,0.6
278,219,220,3,PADEMANGAN BARAT,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1002,31.72.05,31.72,BERAT,6846.86206270237,377.293209881864,JAKARTA UTARA,0.9
279,220,221,2,PADEMANGAN TIMUR,PADEMANGAN,KOTA ADM. JAKARTA UTARA,31.72.05.1001,31.72.05,31.72,SEDANG,13498.5382112171,567.373926129165,JAKARTA UTARA,0.6
