OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
1746,1057,1058,3,KARET,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1004,31.74.02,31.74,BERAT,422030.16966587206,5336.96228934448,JAKARTA SELATAN,0.9
1747,1057,1058,3,MENTENG ATAS,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1005,31.74.02,31.74,BERAT,412738.260024136,4407.090139040361,JAKARTA SELATAN,0.9
1748,1057,1058,3,PASAR MANGGIS,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1006,31.74.02,31.74,BERAT,340538.41848608205,4070.64834915466,JAKARTA SELATAN,0.9
1749,1057,1058,3,GUNTUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1007,31.74.02,31.74,BERAT,500040.629004436,4604.531296853281,JAKARTA SELATAN,0.9
1750,1057,1058,3,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,BERAT,69502.938259011,2337.55615127801,JAKARTA SELATAN,0.9
1751,1057,1058,3,MAMPANG PRAPATAN,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1001,31.74.03,31.74,BERAT,109608.713140165,1999.85736680747,JAKARTA SELATAN,0.9
1752,1057,1058,3,BANGKA,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1002,31.74.03,31.74,BERAT,935024.928748913,11131.4353852805,JAKARTA SELATAN,0.9
1753,1057,1058,3,PELA MAMPANG,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1003,31.74.03,31.74,BERAT,855596.7029560021,10112.8801464364,JAKARTA SELATAN,0.9
1754,1057,1058,3,TEGAL PARANG,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1004,31.74.03,31.74,BERAT,141413.054617062,2245.7238728513603,JAKARTA SELATAN,0.9
1755,1057,1058,3,KUNINGAN BARAT,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1005,31.74.03,31.74,BERAT,559240.3625819429,4355.53075047834,JAKARTA SELATAN,0.9
1756,1057,1058,3,PASAR MINGGU,PASAR MINGGU,KOTA ADM. JAKARTA SELATAN,31.74.04.1001,31.74.04,31.74,BERAT,56222.63720967591,1186.9760184952302,JAKARTA SELATAN,0.9
1757,1057,1058,3,JATI PADANG,PASAR MINGGU,KOTA ADM. JAKARTA SELATAN,31.74.04.1002,31.74.04,31.74,BERAT,621581.1914606191,6182.48955332144,JAKARTA SELATAN,0.9
1758,1057,1058,3,PEJATEN TIMUR,PASAR MINGGU,KOTA ADM. JAKARTA SELATAN,31.74.04.1005,31.74.04,31.74,BERAT,1045412.6581073,14043.8618572813,JAKARTA SELATAN,0.9
1759,1057,1058,3,PEJATEN BARAT,PASAR MINGGU,KOTA ADM. JAKARTA SELATAN,31.74.04.1006,31.74.04,31.74,BERAT,669149.743756574,9021.5541555766,JAKARTA SELATAN,0.9
1760,1057,1058,3,KEBAGUSAN,PASAR MINGGU,KOTA ADM. JAKARTA SELATAN,31.74.04.1007,31.74.04,31.74,BERAT,710213.383674788,6955.00438830666,JAKARTA SELATAN,0.9
1761,1057,1058,3,KEBAYORAN LAMA UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1001,31.74.05,31.74,BERAT,987144.5881220972,8438.586508425482,JAKARTA SELATAN,0.9
1762,1057,1058,3,PONDOK PINANG,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1002,31.74.05,31.74,BERAT,1293670.41357001,19994.0985551832,JAKARTA SELATAN,0.9
1763,1057,1058,3,CIPULIR,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1003,31.74.05,31.74,BERAT,368779.433104496,5624.239126507271,JAKARTA SELATAN,0.9
1764,1057,1058,3,GROGOL UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1004,31.74.05,31.74,BERAT,834234.407458517,7240.00106246111,JAKARTA SELATAN,0.9
1765,1057,1058,3,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,BERAT,958085.2158441228,9511.52910255868,JAKARTA SELATAN,0.9
1766,1057,1058,3,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1006,31.74.05,31.74,BERAT,722266.933782198,7743.958559313341,JAKARTA SELATAN,0.9
1767,1057,1058,3,CILANDAK BARAT,CILANDAK,KOTA ADM. JAKARTA SELATAN,31.74.06.1001,31.74.06,31.74,BERAT,541673.886105736,7553.07648345002,JAKARTA SELATAN,0.9
1768,1057,1058,3,LEBAK BULUS,CILANDAK,KOTA ADM. JAKARTA SELATAN,31.74.06.1002,31.74.06,31.74,BERAT,201826.378002171,3181.6674247055103,JAKARTA SELATAN,0.9
1769,1057,1058,3,GANDARIA SELATAN,CILANDAK,KOTA ADM. JAKARTA SELATAN,31.74.06.1004,31.74.06,31.74,BERAT,527282.80516071,7370.682980267361,JAKARTA SELATAN,0.9
1770,1057,1058,3,CIPETE SELATAN,CILANDAK,KOTA ADM. JAKARTA SELATAN,31.74.06.1005,31.74.06,31.74,BERAT,1873.87918828928,231.98793934121804,JAKARTA SELATAN,0.9
1771,1057,1058,3,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,BERAT,538452.954256878,5603.53596784585,JAKARTA SELATAN,0.9
1772,1057,1058,3,KEBON MANGGIS,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1005,31.75.01,31.75,BERAT,659566.172491975,5766.96801604929,JAKARTA TIMUR,0.9
1773,1057,1058,3,CIPETE UTARA,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1010,31.74.07,31.74,BERAT,243216.280593546,3437.5479756309,JAKARTA SELATAN,0.9
1774,1057,1058,3,KALIBATA,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1002,31.74.08,31.74,BERAT,685535.94136582,7461.31840198955,JAKARTA SELATAN,0.9
1775,1057,1058,3,RAWAJATI,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1003,31.74.08,31.74,BERAT,654416.0716206811,7422.754743164651,JAKARTA SELATAN,0.9
1776,1057,1058,3,DUREN TIGA,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1004,31.74.08,31.74,BERAT,228482.62952589896,3425.0503846974,JAKARTA SELATAN,0.9
1777,1057,1058,3,PENGADEGAN,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1005,31.74.08,31.74,BERAT,361693.346966092,4229.14120137461,JAKARTA SELATAN,0.9
1778,1057,1058,3,CIKOKO,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1006,31.74.08,31.74,BERAT,4421.83417724565,292.40020364821805,JAKARTA SELATAN,0.9
1779,1057,1058,3,LENTENG AGUNG,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1004,31.74.09,31.74,BERAT,682064.268348841,8913.33481386976,JAKARTA SELATAN,0.9
1780,1057,1058,3,TANJUNG BARAT,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1005,31.74.09,31.74,BERAT,621759.877389401,10041.8078041275,JAKARTA SELATAN,0.9
1781,1057,1058,3,PESANGGRAHAN,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1001,31.74.10,31.74,BERAT,610705.651546372,6147.72453440652,JAKARTA SELATAN,0.9
1782,1057,1058,3,BINTARO,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1002,31.74.10,31.74,BERAT,1185949.77232477,14863.6607708671,JAKARTA SELATAN,0.9
1783,1057,1058,3,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,BERAT,718377.672158111,8863.683656122921,JAKARTA SELATAN,0.9
1784,1057,1058,3,PETUKANGAN SELATAN,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1004,31.74.10,31.74,BERAT,437084.037577042,5524.25105709099,JAKARTA SELATAN,0.9
1785,1057,1058,3,ULUJAMI,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1005,31.74.10,31.74,BERAT,1471744.18389628,15840.380263419102,JAKARTA SELATAN,0.9
1786,1057,1058,3,PALMERIAM,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1004,31.75.01,31.75,BERAT,15434.8952308802,982.33274897646,JAKARTA TIMUR,0.9
1787,1057,1058,3,KAMPUNG MELAYU,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1001,31.75.03,31.75,BERAT,485431.7898828981,5819.72135490245,JAKARTA TIMUR,0.9
1788,1057,1058,3,BIDARA CINA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1002,31.75.03,31.75,BERAT,990587.570617416,7092.53871617317,JAKARTA TIMUR,0.9
1789,1057,1058,3,BALI MESTER,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1003,31.75.03,31.75,BERAT,201168.850276196,4082.68962871585,JAKARTA TIMUR,0.9
1790,1057,1058,3,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,BERAT,43142.810995857,1919.176037637,JAKARTA TIMUR,0.9
1791,1057,1058,3,KRAMATJATI,KRAMATJATI,KOTA ADM. JAKARTA TIMUR,31.75.04.1001,31.75.04,31.75,BERAT,1925.3403423413504,203.530245748091,JAKARTA TIMUR,0.9
1792,1057,1058,3,BATU AMPAR,KRAMATJATI,KOTA ADM. JAKARTA TIMUR,31.75.04.1004,31.75.04,31.75,BERAT,397.228726029386,156.134782735576,JAKARTA TIMUR,0.9
1793,1057,1058,3,BALEKAMBANG,KRAMATJATI,KOTA ADM. JAKARTA TIMUR,31.75.04.1005,31.75.04,31.75,BERAT,899268.246791508,11431.2786408759,JAKARTA TIMUR,0.9
1794,1057,1058,3,CILILITAN,KRAMATJATI,KOTA ADM. JAKARTA TIMUR,31.75.04.1006,31.75.04,31.75,BERAT,685444.7326206249,6647.42000843978,JAKARTA TIMUR,0.9
1795,1057,1058,3,CAWANG,KRAMATJATI,KOTA ADM. JAKARTA TIMUR,31.75.04.1007,31.75.04,31.75,BERAT,831461.333753859,6593.37249471006,JAKARTA TIMUR,0.9
1796,1057,1058,3,GEDONG,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1001,31.75.05,31.75,BERAT,480705.794542384,8283.83590751553,JAKARTA TIMUR,0.9
1797,1057,1058,3,BARU,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1002,31.75.05,31.75,BERAT,768708.782995708,10828.5148164881,JAKARTA TIMUR,0.9
1798,1057,1058,3,CIJANTUNG,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1003,31.75.05,31.75,BERAT,1001360.91659826,10263.5533730331,JAKARTA TIMUR,0.9
1799,1057,1058,3,KALISARI,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1004,31.75.05,31.75,BERAT,446513.3983013,5398.92238766307,JAKARTA TIMUR,0.9
1800,1058,1059,2,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,SEDANG,6403.80859391326,374.98004147791,JAKARTA TIMUR,0.6
1801,1059,1060,3,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,BERAT,6846.86206270237,377.293209881864,JAKARTA SELATAN,0.9
1802,1060,1061,3,LENTENG AGUNG,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1004,31.74.09,31.74,BERAT,6249.130575400381,348.378325006669,JAKARTA SELATAN,0.9
1803,1061,1062,2,CILANGKAP,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1002,31.75.10,31.75,SEDANG,10000.0000009447,400.000000018893,JAKARTA TIMUR,0.6
1804,1062,1063,3,LENTENG AGUNG,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1004,31.74.09,31.74,BERAT,5241.561367258831,330.180583609232,JAKARTA SELATAN,0.9
1805,1063,1064,3,LENTENG AGUNG,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1004,31.74.09,31.74,BERAT,40216.6581505852,1070.20194560623,JAKARTA SELATAN,0.9
1806,1064,1065,3,KALISARI,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1004,31.75.05,31.75,BERAT,22799.887344589,683.068905829586,JAKARTA TIMUR,0.9
1807,1065,1066,1,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,RINGAN,9999.99999893304,399.99999997866104,JAKARTA SELATAN,0.3
1808,1066,1067,2,KALISARI,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1004,31.75.05,31.75,SEDANG,86066.59465447819,1275.0157779554202,JAKARTA TIMUR,0.6
1809,1066,1067,2,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,SEDANG,276.808469100858,84.0643191564625,JAKARTA TIMUR,0.6
1810,1067,1068,2,PONDOK RANGGON,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1003,31.75.10,31.75,SEDANG,6403.80859348386,374.9800414687661,JAKARTA TIMUR,0.6
1811,1068,1069,3,CILANGKAP,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1002,31.75.10,31.75,BERAT,28354.48058829,696.19831146475,JAKARTA TIMUR,0.9
1812,1068,1069,3,PONDOK RANGGON,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1003,31.75.10,31.75,BERAT,42239.59001611821,928.689918656836,JAKARTA TIMUR,0.9
1813,1069,1070,2,CIBUBUR,CIRACAS,KOTA ADM. JAKARTA TIMUR,31.75.09.1002,31.75.09,31.75,SEDANG,134599.559431206,1634.12517189826,JAKARTA TIMUR,0.6
1814,1069,1070,2,KELAPA DUA WETAN,CIRACAS,KOTA ADM. JAKARTA TIMUR,31.75.09.1003,31.75.09,31.75,SEDANG,139986.651788369,1736.3752794282602,JAKARTA TIMUR,0.6
1815,1070,1071,3,CILANGKAP,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1002,31.75.10,31.75,BERAT,772687.6878588451,5781.11733179164,JAKARTA TIMUR,0.9
1816,1070,1071,3,MUNJUL,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1004,31.75.10,31.75,BERAT,13261.0321084947,822.397093569915,JAKARTA TIMUR,0.9
1817,1071,1072,3,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,BERAT,98657.5538680242,1570.6525831099302,JAKARTA SELATAN,0.9
1818,1072,1073,2,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,SEDANG,55340.576174026,1098.40424487106,JAKARTA TIMUR,0.6
1819,1073,1074,3,CILANGKAP,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1002,31.75.10,31.75,BERAT,12203.1192399691,536.385951073292,JAKARTA TIMUR,0.9
1820,1073,1074,3,MUNJUL,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1004,31.75.10,31.75,BERAT,1451.1638224011,327.824034721698,JAKARTA TIMUR,0.9
1821,1074,1075,2,PONDOK RANGGON,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1003,31.75.10,31.75,SEDANG,20860.4518531712,745.990411173805,JAKARTA TIMUR,0.6
1822,1075,1076,3,PONDOK RANGGON,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1003,31.75.10,31.75,BERAT,9456.85008909281,393.16343211832503,JAKARTA TIMUR,0.9
1823,1076,1077,3,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,BERAT,49787.7874850478,987.543344909238,JAKARTA TIMUR,0.9
1824,1077,1078,2,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,SEDANG,10000.0000009447,400.000000018893,JAKARTA TIMUR,0.6
1825,1078,1079,2,CIBUBUR,CIRACAS,KOTA ADM. JAKARTA TIMUR,31.75.09.1002,31.75.09,31.75,SEDANG,9999.99999893304,399.99999997866104,JAKARTA TIMUR,0.6
1826,1079,1080,2,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,SEDANG,33122.091571806704,816.60331655307,JAKARTA SELATAN,0.6
1827,1080,1081,2,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,SEDANG,11136.1654359701,563.0133362081641,JAKARTA TIMUR,0.6
1828,1081,1082,3,PONDOK RANGGON,CIPAYUNG,KOTA ADM. JAKARTA TIMUR,31.75.10.1003,31.75.10,31.75,BERAT,39732.4851303192,845.080617696878,JAKARTA TIMUR,0.9
1829,1082,1083,3,CIGANJUR,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1003,31.74.09,31.74,BERAT,75941.7100246646,1502.5961516123,JAKARTA SELATAN,0.9
1830,1082,1083,3,CIPEDAK,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1006,31.74.09,31.74,BERAT,191325.91315458,3007.27833242294,JAKARTA SELATAN,0.9
1831,1083,1084,3,CIPEDAK,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1006,31.74.09,31.74,BERAT,10000.0000009447,400.000000018893,JAKARTA SELATAN,0.9
1832,1084,1085,2,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,SEDANG,9999.99999960358,399.9999999920721,JAKARTA SELATAN,0.6
1833,1085,1086,3,CIPEDAK,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1006,31.74.09,31.74,BERAT,6403.8085928133305,374.98004144378103,JAKARTA SELATAN,0.9
1834,1086,1087,2,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,SEDANG,9999.99999893304,399.99999997866104,JAKARTA SELATAN,0.6
1835,1087,1088,3,PEKAYON,PASAR REBO,KOTA ADM. JAKARTA TIMUR,31.75.05.1005,31.75.05,31.75,BERAT,11235.3713352849,515.191186095483,JAKARTA TIMUR,0.9
1836,1088,1089,2,CIPEDAK,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1006,31.74.09,31.74,SEDANG,31546.0160751883,812.174620298045,JAKARTA SELATAN,0.6
1837,1089,1090,3,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,BERAT,10000.0000002741,400.000000005482,JAKARTA SELATAN,0.9
1838,1090,1091,3,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,BERAT,350965.40774687304,4038.3464105668,JAKARTA SELATAN,0.9
1839,1091,1092,3,CIBUBUR,CIRACAS,KOTA ADM. JAKARTA TIMUR,31.75.09.1002,31.75.09,31.75,BERAT,10000.0000002741,400.000000005482,JAKARTA TIMUR,0.9
1840,1092,1093,2,SRENGSENG SAWAH,JAGAKARSA,KOTA ADM. JAKARTA SELATAN,31.74.09.1002,31.74.09,31.74,SEDANG,26293.6401369186,667.3747491694891,JAKARTA SELATAN,0.6
